CAS Registry Number,Canonical SMILES,key
78-95-5,O=C(C)CCl,0
141-75-3,O=C(Cl)CCC,0
557-21-1,N#C[Zn]C#N,0
455-14-1,FC(F)(F)C1=CC=C(N)C=C1,0
288-47-1,N1=CSC=C1,0
92-67-1,NC=1C=CC(=CC1)C=2C=CC=CC2,0
2038-03-1,O1CCN(CC1)CCN,0
98-16-8,FC(F)(F)C=1C=CC=C(N)C1,0
91-21-4,C=1C=CC2=C(C1)CNCC2,0
1692-25-7,OB(O)C=1C=NC=CC1,0
1692-15-5,OB(O)C=1C=CN=CC1,0
5382-16-1,OC1CCNCC1,0
126747-14-6,N#CC1=CC=C(C=C1)B(O)O,0
79099-07-3,O=C(OC(C)(C)C)N1CCC(=O)CC1,0
99-98-9,NC1=CC=C(C=C1)N(C)C,0
600-00-0,O=C(OCC)C(Br)(C)C,0
6165-69-1,OB(O)C1=CSC=C1,0
105-34-0,N#CCC(=O)OC,0
76513-69-4,ClCOCC[Si](C)(C)C,0
123-90-0,S1CCNCC1,0
3268-49-3,O=CCCSC,0
586-37-8,O=C(C=1C=CC=C(OC)C1)C,0
768-35-4,FC1=CC=CC(=C1)B(O)O,0
75-33-2,SC(C)C,0
5308-25-8,N1CCN(CC)CC1,0
939-26-4,BrCC=1C=CC=2C=CC=CC2C1,0
941678-49-5,N#CCC(N1N=CC(=C1)C=2N=CN=C3NC=CC32)C4CCCC4,1
98730-77-9,N#CC1(CO)CC1,0
170572-49-3,N#CC1=CC=C(C(F)=C1)C,0
38955-43-0,O=C(Cl)NC(C)C,0
941685-26-3,ClC1=NC=NC2=C1C=CN2COCC[Si](C)(C)C,0
62141-26-8,O=C(OCC)CC1CCC2(OCCO2)CC1,0
88920-24-5,O=C(O)COCC1=CC=C(OC)C=C1,0
109480-78-6,O=C(N(OC)C)CCC,0
894807-98-8,N1=CC(=CN1COCC[Si](C)(C)C)B2OC(C)(C)C(O2)(C)C,0
33893-85-5,OCC1CCC(O)CC1,0
141120-33-4,O=S(=O)(OC1CCC2(OCCO2)CC1)C,0
41527-39-3,O=C(OC)C=CCC(=O)OC,0
941685-27-4,N1=CC(=CN1)C=2N=CN=C3C2C=CN3COCC[Si](C)(C)C,0
941685-37-6,N#CCC(N1N=CC(=C1)C=2N=CN=C3NC=CC32)C4CCCC4,0
188527-21-1,O=C(O)C1CN(C(=O)OCC=2C=CC=CC2)CC1,0
197569-11-2,N#CC=C1CCN(C(=O)OC(C)(C)C)CC1,0
135761-76-1,OCCC1CCC2(OCCO2)CC1,0
6140-63-2,O=CC1(C)CCCC1,0
5636-69-1,N#CC=CCCC,0
406-86-0,N#CC=CC(F)(F)F,0
1002334-12-4,N1=CC(=CN1C=2C=CC=CC2)B3OC(C)(C)C(O3)(C)C,0
941685-08-1,BrC1=CC=NC2=C1C=CN2COCC[Si](C)(C)C,0
591769-05-0,N#CC=CC1CCCC1,0
200064-13-7,BrC1=CN=CC(=C1)N2CCOCC2,0
32863-01-7,O=C1CCC(CCO)CC1,0
315718-05-9,O=C(OCC=1C=CC=CC1)N2CCC(CO)C2,0
67889-07-0,N#CC=CCCC,0
941685-40-1,N#CCC(N1N=CC(=C1)C=2N=CN=C3C2C=CN3COCC[Si](C)(C)C)C4CCCC4,0
117929-79-0,O=C(O)C=CC1CCCC1,0
871269-13-5,O=S(=O)(C=1C=CC=C(Br)C1)N2CCOCC2,0
67889-06-9,N#CC=CCCC,0
1487-22-5,BrC1=CSC(=C1)C(OCC)OCC,0
276872-86-7,O=CC1CN(C(=O)OCC=2C=CC=CC2)CC1,0
84476-96-0,N#CC=CC(F)(F)F,0
28648-78-4,O=CC(C=O)C=1N=CN=CC1,0
941688-05-7,N#CCC(N1N=CC(=C1)C=2N=CN=C3NC=CC32)C4CCCC4,0
941687-63-4,N#CC1(C=O)CC1,0
511244-84-1,O=C(C=CN(C)C)C1=CC=CC(=C1)C(F)(F)F,0
941685-39-8,N#CCC(N1N=CC(=C1)C=2N=CN=C3C2C=CN3COCC[Si](C)(C)C)C4CCCC4,0
84354-31-4,O=C(NCCN)CN,0
153435-82-6,O=S(=O)(C=1C=CC=C(Br)C1)CC,0
149739-51-5,N#CC1=CC=CC(=C1)C2=NNC=C2,0
149739-48-0,FC(F)(F)C1=CC=CC(=C1)C2=NNC=C2,0
136823-41-1,O=C(OC)C=CC1CCCC1,0
911060-82-7,N#CC1(CO)CCCC1,0
191731-32-5,O=C(N(OC)C)COCC1=CC=C(OC)C=C1,0
18184-69-5,BrC1=CC=CC(SCC)=C1,0
941685-41-2,N#CCC(N1N=CC(=C1)C=2N=CN=C3C2C=CN3COCC[Si](C)(C)C)C4CCCC4,0
40862-12-2,N#CC1(C(=O)OC)CCCC1,0
288401-64-9,FC=1C=CC(O)=C(C1)C2=NNC=C2,0
74058-21-2,OCCC1CCC(O)CC1,0
875554-79-3,N#CC1=CNN=C1C(C)(C)C,0
