CAS Registry Number,Canonical SMILES,key
21635-88-1,O1CC(N)C1,0
1700-02-3,ClC=1N=C(Cl)N=C(N1)C=2C=CC=CC2,0
16369-05-4,OCC(N)C(C)C,0
69843-13-6,N1=CC(N)=CN1C,0
37143-54-7,O(C)CC(N)C,0
14432-12-3,ClC1=NC=CC(N)=C1,0
2043-43-8,O=C(N)C(O)C,0
96-15-1,NCC(C)CC,0
26734-09-8,OCC(C)(C)CN,0
6850-65-3,OC1CCC(N)CC1,0
598-74-3,NC(C)C(C)C,0
1193-62-0,O=C(OC)C1=CC=CN1,0
3430-14-6,N=1C=C(N)C=CC1C,0
591-55-9,N=1C=NC=C(N)C1,0
2459-07-6,O=C(OC)C1=NC=CC=C1,0
1192-21-8,N1=CC=C(N)N1C,0
88675-24-5,O1CCC(N)C1,0
460-39-9,FC(F)(F)CCN,0
598-42-5,O=C(N)CO,0
4684-94-0,O=C(O)C1=NC(Cl)=CC=C1,0
6850-38-0,OC1CCCCC1N,0
165253-31-6,O1CCC(C1)CN,0
18437-58-6,N=1C=CC(N)=CC1C,0
13095-47-1,O=C(O)CCC(O)C(=O)O,0
55338-73-3,N#CC1=NC=C(N)C=C1,0
402960-38-7,N=1C=C(C=NC1N)B2OC(C)(C)C(O2)(C)C,0
5220-49-5,O=C1C=C(N)CCC1,0
35216-39-8,O=S(=O)(C=1C=CC=C(N)C1)C,0
4415-83-2,NCC1CCC1,0
352303-67-4,FC=1C(OC)=CC=CC1B(O)O,0
3850-30-4,NC(C)C(C)(C)C,0
1827-27-6,FC1=NC=C(N)C=C1,0
791061-00-2,FC1(F)CC(N)C1,0
20412-38-8,O=C(Cl)OCC(C)(C)C,0
458566-84-2,FC1(F)CCC(N)CC1,0
1446502-11-9,FC(F)(F)C1=NC(=CC=C1)C=2N=C(N=C(N2)NCC(O)(C)C)NC=3C=CN=C(C3)C(F)(F)F,1
160357-94-8,O=C(N1CCC(N)CC1)C,0
406482-19-7,FC1=CC=C(OC)C=C1B(O)O,0
22936-83-0,NC1(C)CC1,0
402927-97-3,O=S(=O)(N1CCC(N)CC1)C,0
24484-93-3,O=C(OC)C1=NC=CC(Cl)=C1,0
210169-05-4,FC1=CN=CC(N)=C1,0
74592-33-9,OC1(CN)CC1,0
84847-41-6,O=C(N)COC(C)C,0
1211586-93-4,FC(F)(C1=NC=CC(N)=C1)C,0
74586-55-3,O=S(=O)(C=1C=C(F)C=C(N)C1)C,0
71470-40-1,O=C(OC)C1=NC=CC(=N1)N,0
2164-66-1,O=C(OC)C1=NC(=NC=C1)N,0
1446507-37-4,O=C1N=C(NC(=O)N1)C=2N=C(Cl)C=CC2,0
887626-20-2,O=C(OC)C1=NC=CC(=N1)C(F)(F)F,0
339547-32-9,ClC=1N=C(Cl)N=C(N1)C2=NC=CC=C2,0
37557-98-5,N=C(NC=1C=CC=CC1)NC(=N)NC(C)C,0
1446508-53-7,O=C(OC)C=1N=C(C=CC1)C(F)(F)C,0
1446507-39-6,ClC=1N=C(Cl)N=C(N1)C=2N=C(Cl)C=CC2,0
62605-99-6,O=S(=O)(C=1C=C(Cl)C=C(N)C1)C,0
1446507-62-5,FC(F)(F)C1=NC(=NC=C1)C=2N=C(Cl)N=C(Cl)N2,0
323589-49-7,N#CNC(=N)NC=1C=C(F)C=C(F)C1,0
323588-89-2,N#CNC(=N)NC=1C=CC=C(F)C1,0
1446509-62-1,O=C(C1=NC=CC(N)=C1)CC,0
1256786-28-3,O=C(OC)C1=NC(=CC=C1)NC,0
1227055-38-0,N=1C=CC(N)=CC1N2CCC2,0
891855-87-1,N=1C=CC(N)=CC1NCC,0
415912-70-8,N#CCC1=NC=CC(N)=C1,0
204378-37-0,O=C(OC)C1=NC(OC)=CC(Cl)=C1,0
116670-76-9,O=C1N=C(NC(=O)N1)C=2N=CC=CC2,0
63723-48-8,ClC=1N=C(N=C(N1)C=2C=CC=CC2)NC(C)C,0
1446509-64-3,N#CC1(C2=NC=CC(N)=C2)CC1,0
1446507-67-0,FC(F)(F)C1=NC=CC(=C1)NC2=NC(Cl)=NC(=N2)C3=NC=CC(=N3)C(F)(F)F,0
1446507-64-7,FC(F)(C1=NC(=CC=C1)C=2N=C(Cl)N=C(Cl)N2)C,0
1446507-59-0,O=C1N=C(NC(=O)N1)C=2N=CC=C(N2)C(F)(F)F,0
